case_id,task_duration(us),device_id,operation,description,m,n,k,A,B,C
414,28.901,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x288_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
415,31.821,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x288_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
416,28.921,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x320_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
417,28.821,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x320_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
418,28.341,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x352_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
419,29.041,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x352_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
420,27.741,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x384_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
421,27.221,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x384_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
422,28.941,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x416_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
423,28.561,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x416_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
424,28.321,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x448_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
425,28.441,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x448_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
426,29.321,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x480_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
427,29.461,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x480_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
428,27.441,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x512_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
429,27.041,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x512_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
430,25.001,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x128_224x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
431,24.600,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x128_224x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
432,26.981,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x160_224x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
433,27.141,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x160_224x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
434,26.501,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x192_224x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
435,26.501,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x192_224x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
436,25.881,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x224_224x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
437,25.641,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x224_224x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
438,23.840,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x256_224x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
439,23.420,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x256_224x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
440,26.681,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x288_224x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
441,25.781,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x288_224x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
442,25.201,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x320_224x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
443,26.161,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x320_224x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
444,28.201,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x352_224x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
445,25.421,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x352_224x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
446,24.860,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x384_224x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
447,24.600,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x384_224x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
448,25.481,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x416_224x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
449,26.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x416_224x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
450,24.960,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x448_224x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
451,25.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x448_224x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
452,26.821,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x480_224x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
453,26.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x480_224x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
454,24.580,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x512_224x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
455,23.540,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_224x128x512_224x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
456,20.600,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x128_256x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
457,19.800,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x128_256x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
458,21.700,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x160_256x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
459,21.840,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x160_256x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
460,21.340,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x192_256x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
461,20.940,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x192_256x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
462,22.240,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x224_256x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
463,21.880,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x224_256x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
464,20.800,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x256_256x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
465,19.440,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x256_256x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
466,22.360,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x288_256x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
467,22.160,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x288_256x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
468,21.980,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x320_256x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
469,21.560,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x320_256x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
470,22.620,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x352_256x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
471,21.140,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x352_256x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
472,24.900,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x384_256x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
473,20.100,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x384_256x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
474,22.320,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x416_256x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
475,21.020,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x416_256x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
476,22.420,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x448_256x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
477,22.300,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x448_256x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
478,22.480,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x480_256x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
479,21.960,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x480_256x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
480,20.800,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x512_256x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
481,20.500,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_256x128x512_256x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
