case_id,task_duration(us),device_id,operation,description,m,n,k,A,B,C
273,24.500,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x256_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
274,20.360,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x256_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
275,22.720,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x256_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
276,25.001,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x288_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
277,24.040,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x288_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
278,24.640,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x288_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
279,25.141,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x320_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
280,24.420,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x320_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
281,24.700,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x320_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
282,25.381,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x352_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
283,23.360,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x352_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
284,23.420,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x352_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
285,22.400,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x384_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
286,22.880,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x384_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
287,23.520,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x384_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
288,24.180,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x416_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
289,23.720,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x416_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
290,24.480,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x416_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
291,24.040,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x448_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
292,24.100,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x448_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
293,23.900,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x448_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
294,24.520,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x480_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
295,25.481,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x480_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
296,25.081,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x480_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
297,23.520,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x512_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
298,23.280,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x512_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
299,26.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x512_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
300,27.461,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x128_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
301,26.961,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x128_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
302,27.361,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x128_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
303,29.481,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x160_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
304,29.761,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x160_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
305,29.101,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x160_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
306,28.561,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x192_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
307,29.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x192_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
308,28.841,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x192_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
309,28.361,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x224_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
310,29.341,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x224_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
311,28.841,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x224_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
312,26.161,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x256_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
313,26.881,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x256_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
314,26.401,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x256_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
315,27.601,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x288_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
316,29.101,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x288_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
317,29.021,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x288_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
318,28.301,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x320_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
319,28.661,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x320_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
320,28.601,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x320_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
321,28.121,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x352_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
322,30.961,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x352_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
323,29.061,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x352_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
324,26.581,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x384_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
325,26.881,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x384_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
326,27.501,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x384_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
327,28.301,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x416_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
328,27.101,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x416_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
329,27.481,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x416_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
330,28.441,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x448_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
331,28.101,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x448_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
332,27.761,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x448_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
333,28.921,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x480_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
334,28.061,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x480_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
335,28.601,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x480_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
336,26.521,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x512_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
337,25.261,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x512_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
338,27.821,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x512_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
339,25.821,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x128_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
340,25.801,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x128_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
341,27.101,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x128_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
342,28.261,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x160_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
343,28.301,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x160_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
344,27.741,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x160_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
345,28.501,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x192_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
346,27.841,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x192_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
347,28.301,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x192_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
348,28.501,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x224_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
349,28.701,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x224_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
350,29.501,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x224_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
351,25.421,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x256_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
352,25.601,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x256_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
353,24.040,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x256_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
354,27.701,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x288_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
355,27.261,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x288_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
356,27.321,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x288_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
357,28.081,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x320_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
358,27.161,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x320_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
359,27.261,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x320_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
360,26.921,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x352_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
361,26.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x352_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
362,26.861,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x352_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
363,24.860,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x384_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
364,27.441,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x384_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
365,24.480,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x384_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
366,26.901,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x416_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
367,26.821,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x416_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
368,26.561,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x416_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
369,27.401,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x448_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
370,26.081,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x448_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
371,26.981,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x448_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
372,27.741,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x480_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
373,27.221,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x480_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
374,27.301,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x480_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
375,25.561,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x512_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
376,25.141,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x512_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
377,25.181,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x512_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
378,24.740,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x128_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
379,22.880,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x128_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
380,25.681,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x160_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
381,26.041,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x160_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
382,24.960,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x192_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
383,24.680,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x192_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
384,25.441,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x224_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
385,24.560,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x224_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
386,22.980,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x256_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
387,22.920,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x256_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
388,25.501,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x288_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
389,24.320,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x288_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
390,24.840,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x320_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
391,25.701,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x320_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
392,25.221,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x352_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
393,25.101,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x352_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
394,24.260,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x384_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
395,24.280,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x384_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
396,23.600,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x416_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
397,24.120,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x416_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
398,24.640,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x448_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
399,23.760,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x448_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
400,26.081,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x480_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
401,25.521,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x480_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
402,24.540,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x512_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
403,22.520,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x512_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
404,27.981,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x128_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
405,28.321,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x128_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
406,30.261,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x160_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
407,30.361,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x160_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
408,29.821,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x192_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
409,30.921,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x192_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
410,29.921,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x224_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
411,28.961,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x224_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
